Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Purpose,Loan_Application_Date,Approval_Date,Loan_Amount,Loan_Amount_Category,Interest_Rate,Loan_Tenure_Months,Monthly_Installment,Loan_Status,Loan_Approval_Flag,Risk_Category,Default_Probability,Default_Flag,Outstanding_Debt,Debt_to_Income_Ratio,Debt_to_Income_Category,Estimated_Annual_Interest
LN-113411,CUST-23411,BR-015,Auto Loan,New Vehicle,2021-01-22,2021-02-05,31500.0,Medium ($25k-$75k),5.3,72,511.7,Approved,1,Low Risk,0.008,0,8554.0,0.14,Low (<20%),1669.5
LN-118631,CUST-28631,BR-009,Personal Loan,Debt Consolidation,2021-12-02,2021-12-05,12800.0,Small ($10k-$25k),10.66,60,276.14,Approved,1,Low Risk,0.0107,0,6073.2,0.1205,Low (<20%),1364.48
LN-116544,CUST-26544,BR-004,Personal Loan,Debt Consolidation,2023-09-20,2023-10-03,7900.0,Micro (<$10k),9.78,36,254.1,Approved,1,Low Risk,0.008,0,7034.72,0.1232,Low (<20%),772.62
LN-108343,CUST-18343,BR-006,Home Loan,Home Improvement,2023-08-06,2023-08-11,486900.0,Jumbo (>=$200k),3.7,180,3528.78,Approved,1,Low Risk,0.008,0,8996.54,0.0718,Low (<20%),18015.3
LN-102731,CUST-12731,BR-001,Personal Loan,Debt Consolidation,2024-04-02,,7900.0,Micro (<$10k),11.87,48,207.53,Rejected,0,Low Risk,0.0404,0,19092.15,0.2755,Moderate (20-35%),937.73
LN-100397,CUST-10397,BR-010,Auto Loan,New Vehicle,2021-05-25,2021-06-03,16600.0,Small ($10k-$25k),7.53,60,332.87,Approved,1,Low Risk,0.0153,0,9900.0,0.2475,Moderate (20-35%),1249.98
LN-101665,CUST-11665,BR-003,Auto Loan,New Vehicle,2021-08-17,2021-08-26,39000.0,Medium ($25k-$75k),7.18,60,775.56,Approved,1,Low Risk,0.0167,0,26950.52,0.3491,Moderate (20-35%),2800.2
LN-116384,CUST-26384,BR-007,Personal Loan,Medical Expenses,2021-10-10,2021-10-15,14200.0,Small ($10k-$25k),10.57,12,1252.17,Approved,1,Low Risk,0.0106,0,21036.12,0.2212,Moderate (20-35%),1500.94
LN-114387,CUST-24387,BR-011,Home Loan,Home Purchase,2021-05-19,2021-05-26,219300.0,Jumbo (>=$200k),4.91,240,1436.4,Approved,1,Low Risk,0.008,0,5080.8,0.1095,Low (<20%),10767.63
LN-115761,CUST-25761,BR-005,Home Loan,Home Purchase,2022-09-02,,89200.0,Large ($75k-$200k),8.05,360,657.63,Rejected,0,Medium Risk,0.0621,0,10645.7,0.431,Manageable (36-49%),7180.6
LN-101477,CUST-11477,BR-011,Home Loan,Home Purchase,2021-10-25,,288500.0,Jumbo (>=$200k),4.6,360,1478.98,Pending,0,Low Risk,0.008,0,9379.8,0.0965,Low (<20%),13271.0
LN-108356,CUST-18356,BR-012,Auto Loan,New Vehicle,2021-07-09,2021-07-17,12200.0,Small ($10k-$25k),4.39,60,226.84,Approved,1,Low Risk,0.008,0,4410.78,0.0978,Low (<20%),535.58
LN-115816,CUST-25816,BR-005,Education Loan,Undergraduate Studies,2024-05-01,2024-05-13,14400.0,Small ($10k-$25k),6.21,84,211.82,Approved,1,Low Risk,0.0145,0,6692.82,0.2022,Moderate (20-35%),894.24
LN-117326,CUST-27326,BR-004,Personal Loan,Debt Consolidation,2024-06-15,2024-06-29,14200.0,Small ($10k-$25k),10.51,60,305.28,Approved,1,Low Risk,0.008,0,27812.4,0.172,Low (<20%),1492.42
LN-100636,CUST-10636,BR-012,Home Loan,Home Purchase,2021-10-21,,533500.0,Jumbo (>=$200k),8.25,240,4545.77,Rejected,0,Medium Risk,0.1289,0,87881.84,0.6086,Critical (>=50%),44013.75
LN-100818,CUST-10818,BR-007,Auto Loan,New Vehicle,2022-01-13,2022-01-18,44800.0,Medium ($25k-$75k),8.38,72,793.83,Approved,1,Medium Risk,0.0581,0,35388.72,0.4274,Manageable (36-49%),3754.24
LN-116710,CUST-26710,BR-012,Personal Loan,Debt Consolidation,2021-12-28,2022-01-08,6900.0,Micro (<$10k),12.65,24,326.91,Approved,1,Medium Risk,0.0669,0,21350.0,0.35,Manageable (36-49%),872.85
LN-104505,CUST-14505,BR-004,Education Loan,Graduate School,2022-10-04,2022-10-10,42500.0,Medium ($25k-$75k),4.01,60,782.89,Approved,1,Low Risk,0.008,0,7179.14,0.0829,Low (<20%),1704.25
LN-104392,CUST-14392,BR-008,Education Loan,Graduate School,2021-06-26,2021-07-08,33100.0,Medium ($25k-$75k),6.0,120,367.48,Approved,1,Low Risk,0.008,0,9928.11,0.1663,Low (<20%),1986.0
LN-100051,CUST-10051,BR-006,Home Loan,Refinance,2023-07-06,2023-07-12,300800.0,Jumbo (>=$200k),3.76,360,1394.76,Approved,1,Low Risk,0.008,0,16279.38,0.2319,Moderate (20-35%),11310.08
LN-118618,CUST-28618,BR-002,Auto Loan,New Vehicle,2023-12-04,2023-12-11,14700.0,Small ($10k-$25k),4.48,48,335.08,Approved,1,Low Risk,0.008,0,6642.45,0.1305,Low (<20%),658.56
LN-118497,CUST-28497,BR-003,Business Loan,Working Capital,2021-07-04,2021-07-12,198500.0,Large ($75k-$200k),7.15,84,3010.47,Approved,1,Low Risk,0.008,0,18337.44,0.1518,Low (<20%),14192.75
LN-111643,CUST-21643,BR-011,Education Loan,Undergraduate Studies,2023-02-25,2023-03-04,39300.0,Medium ($25k-$75k),6.59,84,585.3,Approved,1,Low Risk,0.0209,0,23428.56,0.2914,Moderate (20-35%),2589.87
LN-116643,CUST-26643,BR-015,Auto Loan,Used Vehicle,2023-11-17,2023-11-27,6900.0,Micro (<$10k),8.26,72,121.86,Approved,1,Low Risk,0.0416,0,9822.84,0.3559,Manageable (36-49%),569.94
LN-100708,CUST-10708,BR-007,Education Loan,Graduate School,2022-01-21,2022-01-24,7600.0,Micro (<$10k),6.94,60,150.27,Approved,1,Low Risk,0.028,0,6673.8,0.227,Moderate (20-35%),527.44
LN-101687,CUST-11687,BR-004,Home Loan,Home Purchase,2022-12-07,,298800.0,Jumbo (>=$200k),5.23,360,1646.29,Pending,0,Low Risk,0.008,0,15497.2,0.2279,Moderate (20-35%),15627.24
LN-113905,CUST-23905,BR-001,Home Loan,Home Purchase,2021-09-04,,172300.0,Large ($75k-$200k),5.02,180,1364.33,Pending,0,Low Risk,0.008,0,7093.44,0.1642,Low (<20%),8649.46
LN-116373,CUST-26373,BR-003,Education Loan,Undergraduate Studies,2023-10-20,2023-11-02,18300.0,Small ($10k-$25k),4.48,84,254.2,Approved,1,Low Risk,0.008,0,8670.09,0.2021,Moderate (20-35%),819.84
LN-102778,CUST-12778,BR-009,Personal Loan,Major Purchase,2022-06-14,2022-06-27,8700.0,Micro (<$10k),9.61,36,279.13,Approved,1,Low Risk,0.008,0,6886.26,0.1206,Low (<20%),836.07
LN-111763,CUST-21763,BR-008,Home Loan,Home Purchase,2022-09-27,2022-10-10,397700.0,Jumbo (>=$200k),5.64,360,2293.15,Approved,1,Low Risk,0.0085,0,44470.9,0.401,Manageable (36-49%),22430.28
LN-100725,CUST-10725,BR-012,Home Loan,Home Purchase,2022-09-12,,130200.0,Large ($75k-$200k),9.34,240,1200.06,Rejected,0,Very High Risk,0.4236,0,16050.54,0.5478,Critical (>=50%),12160.68
LN-105171,CUST-15171,BR-010,Personal Loan,Debt Consolidation,2021-09-27,2021-10-08,4400.0,Micro (<$10k),12.58,24,208.32,Approved,1,Medium Risk,0.0747,0,13946.4,0.2682,Moderate (20-35%),553.52
LN-112310,CUST-22310,BR-013,Auto Loan,New Vehicle,2021-10-24,2021-10-31,14400.0,Small ($10k-$25k),4.94,60,271.35,Approved,1,Low Risk,0.008,0,3410.4,0.116,Low (<20%),711.36
LN-100837,CUST-10837,BR-010,Personal Loan,Medical Expenses,2022-04-27,2022-05-11,27500.0,Medium ($25k-$75k),10.44,36,893.04,Approved,1,Low Risk,0.008,0,29868.66,0.2043,Moderate (20-35%),2871.0
LN-112351,CUST-22351,BR-004,Auto Loan,New Vehicle,2022-08-12,,29100.0,Medium ($25k-$75k),9.44,48,730.25,Rejected,0,Medium Risk,0.1143,0,38746.89,0.5187,Critical (>=50%),2747.04
LN-107622,CUST-17622,BR-012,Education Loan,Undergraduate Studies,2023-03-20,2023-03-26,16700.0,Small ($10k-$25k),7.03,180,150.38,Approved,1,Low Risk,0.0252,0,6188.8,0.1934,Low (<20%),1174.01
LN-108138,CUST-18138,BR-008,Business Loan,Working Capital,2021-08-05,2021-08-11,84400.0,Large ($75k-$200k),7.85,36,2638.95,Approved,1,Low Risk,0.0097,0,10733.31,0.1893,Low (<20%),6625.4
LN-106978,CUST-16978,BR-013,Education Loan,Undergraduate Studies,2021-08-02,,29800.0,Medium ($25k-$75k),7.26,84,453.56,Rejected,0,Medium Risk,0.0602,0,31410.75,0.4825,Manageable (36-49%),2163.48
LN-111863,CUST-21863,BR-012,Education Loan,Undergraduate Studies,2024-03-04,,28800.0,Medium ($25k-$75k),9.26,120,368.89,Rejected,0,High Risk,0.2175,0,27365.7,0.4801,Manageable (36-49%),2666.88
LN-108252,CUST-18252,BR-008,Home Loan,Home Purchase,2021-10-27,2021-11-10,213000.0,Jumbo (>=$200k),5.0,360,1143.43,Approved,1,Low Risk,0.008,0,13483.52,0.2944,Moderate (20-35%),10650.0
LN-104910,CUST-14910,BR-013,Personal Loan,Home Renovation,2023-12-20,2023-12-23,7900.0,Micro (<$10k),12.11,24,372.29,Approved,1,Low Risk,0.0328,0,15764.36,0.3442,Moderate (20-35%),956.69
LN-116093,CUST-26093,BR-011,Personal Loan,Home Renovation,2023-12-28,,22500.0,Small ($10k-$25k),11.82,36,745.39,Pending,0,Medium Risk,0.0659,0,30236.85,0.2979,Moderate (20-35%),2659.5
LN-113138,CUST-23138,BR-012,Business Loan,Business Expansion,2022-06-02,2022-06-11,89500.0,Large ($75k-$200k),9.77,60,1891.5,Approved,1,Medium Risk,0.0871,0,54159.48,0.4278,Manageable (36-49%),8744.15
LN-109431,CUST-19431,BR-003,Business Loan,Business Expansion,2023-10-31,2023-11-08,139900.0,Large ($75k-$200k),8.58,60,2875.66,Approved,1,Low Risk,0.0253,0,29547.79,0.3599,Manageable (36-49%),12003.42
LN-109001,CUST-19001,BR-010,Personal Loan,Major Purchase,2022-12-27,2023-01-07,3800.0,Micro (<$10k),12.24,36,126.65,Approved,1,Low Risk,0.0394,0,9298.08,0.2348,Moderate (20-35%),465.12
LN-114733,CUST-24733,BR-010,Home Loan,Home Purchase,2021-12-13,2021-12-18,421300.0,Jumbo (>=$200k),3.49,360,1889.47,Approved,1,Low Risk,0.008,0,8664.15,0.0885,Low (<20%),14703.37
LN-113392,CUST-23392,BR-005,Auto Loan,Used Vehicle,2023-02-25,2023-03-02,31100.0,Medium ($25k-$75k),8.7,60,641.07,Approved,1,Low Risk,0.0433,0,20868.75,0.3339,Moderate (20-35%),2705.7
LN-103942,CUST-13942,BR-009,Business Loan,Working Capital,2022-12-23,,22000.0,Small ($10k-$25k),9.48,84,359.34,Rejected,0,Low Risk,0.037,0,5456.64,0.2842,Moderate (20-35%),2085.6
LN-114786,CUST-24786,BR-004,Home Loan,Refinance,2022-11-09,2022-11-23,550000.0,Jumbo (>=$200k),4.61,180,4238.45,Approved,1,Low Risk,0.008,0,26948.12,0.1874,Low (<20%),25355.0
LN-115835,CUST-25835,BR-004,Auto Loan,New Vehicle,2022-09-27,2022-10-09,9700.0,Micro (<$10k),8.81,72,173.93,Approved,1,Medium Risk,0.058,0,11721.66,0.3378,Moderate (20-35%),854.57
LN-104679,CUST-14679,BR-006,Education Loan,Graduate School,2023-02-05,2023-02-17,9600.0,Micro (<$10k),6.84,60,189.37,Approved,1,Low Risk,0.0185,0,4442.16,0.1992,Low (<20%),656.64
LN-101159,CUST-11159,BR-006,Home Loan,Home Purchase,2022-09-09,2022-09-12,333000.0,Jumbo (>=$200k),5.08,360,1803.93,Approved,1,Low Risk,0.008,0,20607.75,0.1917,Low (<20%),16916.4
LN-117108,CUST-27108,BR-004,Home Loan,Refinance,2021-10-09,,124700.0,Large ($75k-$200k),6.42,360,781.64,Pending,0,Low Risk,0.0156,0,19322.24,0.4256,Manageable (36-49%),8005.74
LN-112789,CUST-22789,BR-004,Home Loan,Home Purchase,2023-07-11,2023-07-15,272000.0,Jumbo (>=$200k),4.57,360,1389.52,Approved,1,Low Risk,0.008,0,7591.44,0.1128,Low (<20%),12430.4
LN-119525,CUST-29525,BR-007,Personal Loan,Major Purchase,2021-05-29,2021-06-07,12300.0,Small ($10k-$25k),12.66,36,412.42,Approved,1,Medium Risk,0.0686,0,36176.43,0.3359,Moderate (20-35%),1557.18
LN-112274,CUST-22274,BR-003,Auto Loan,Used Vehicle,2022-06-19,2022-06-23,12400.0,Small ($10k-$25k),5.49,48,288.32,Approved,1,Low Risk,0.008,0,9227.16,0.2698,Moderate (20-35%),680.76
LN-106947,CUST-16947,BR-008,Home Loan,Home Purchase,2022-11-04,2022-11-07,550000.0,Jumbo (>=$200k),6.03,360,3308.14,Approved,1,Low Risk,0.0087,0,31145.4,0.2574,Moderate (20-35%),33165.0
LN-100124,CUST-10124,BR-014,Personal Loan,Debt Consolidation,2021-10-07,2021-10-15,3000.0,Micro (<$10k),9.42,36,95.99,Approved,1,Low Risk,0.008,0,1811.55,0.0929,Low (<20%),282.6
LN-101248,CUST-11248,BR-013,Auto Loan,New Vehicle,2021-01-08,2021-01-13,19700.0,Small ($10k-$25k),7.36,72,339.28,Approved,1,Low Risk,0.0153,0,9693.6,0.1731,Low (<20%),1449.92
LN-100821,CUST-10821,BR-007,Education Loan,Undergraduate Studies,2021-02-22,,46600.0,Medium ($25k-$75k),6.88,60,920.1,Pending,0,Low Risk,0.0178,0,25705.29,0.3469,Moderate (20-35%),3206.08
LN-115289,CUST-25289,BR-011,Home Loan,Home Purchase,2021-07-26,2021-08-05,260600.0,Jumbo (>=$200k),6.89,360,1714.57,Approved,1,Low Risk,0.0231,0,21165.3,0.3159,Moderate (20-35%),17955.34
LN-117539,CUST-27539,BR-005,Auto Loan,New Vehicle,2022-07-24,,22000.0,Small ($10k-$25k),6.76,36,676.88,Pending,0,Low Risk,0.0081,0,12920.8,0.248,Moderate (20-35%),1487.2
LN-105422,CUST-15422,BR-008,Education Loan,Undergraduate Studies,2023-10-13,2023-10-26,45800.0,Medium ($25k-$75k),5.26,180,368.42,Approved,1,Low Risk,0.008,0,11233.18,0.1442,Low (<20%),2409.08
LN-116260,CUST-26260,BR-011,Home Loan,Refinance,2023-02-06,2023-02-09,419600.0,Jumbo (>=$200k),4.09,180,3122.69,Approved,1,Low Risk,0.008,0,16982.34,0.1622,Low (<20%),17161.64
LN-106293,CUST-16293,BR-009,Personal Loan,Debt Consolidation,2023-01-07,,3000.0,Micro (<$10k),13.32,12,268.4,Rejected,0,Medium Risk,0.0803,0,7432.9,0.239,Moderate (20-35%),399.6
LN-115483,CUST-25483,BR-004,Auto Loan,Used Vehicle,2022-03-28,2022-04-04,16300.0,Small ($10k-$25k),7.46,60,326.31,Approved,1,Low Risk,0.0223,0,33259.66,0.4711,Manageable (36-49%),1215.98
LN-109889,CUST-19889,BR-009,Auto Loan,Used Vehicle,2021-01-16,2021-01-28,22900.0,Small ($10k-$25k),4.68,72,365.41,Approved,1,Low Risk,0.008,0,4842.98,0.1046,Low (<20%),1071.72
LN-119439,CUST-29439,BR-001,Education Loan,Graduate School,2021-08-10,2021-08-17,35000.0,Medium ($25k-$75k),5.98,60,676.32,Approved,1,Low Risk,0.0135,0,27710.27,0.3521,Manageable (36-49%),2093.0
LN-114463,CUST-24463,BR-007,Personal Loan,Debt Consolidation,2024-02-01,2024-02-15,7100.0,Micro (<$10k),11.53,60,156.25,Approved,1,Low Risk,0.0472,0,14444.9,0.2465,Moderate (20-35%),818.63
LN-107460,CUST-17460,BR-010,Business Loan,Business Expansion,2021-05-28,2021-06-10,67300.0,Medium ($25k-$75k),9.66,60,1418.69,Approved,1,Low Risk,0.0495,0,16371.3,0.363,Manageable (36-49%),6501.18
LN-110195,CUST-20195,BR-010,Personal Loan,Debt Consolidation,2022-02-18,2022-03-03,10200.0,Small ($10k-$25k),10.95,12,901.26,Approved,1,Low Risk,0.0109,0,12019.56,0.1047,Low (<20%),1116.9
LN-103473,CUST-13473,BR-011,Home Loan,Home Purchase,2024-04-04,,243500.0,Jumbo (>=$200k),7.56,180,2265.59,Rejected,0,Medium Risk,0.0626,0,31428.45,0.4965,Manageable (36-49%),18408.6
LN-113771,CUST-23771,BR-012,Education Loan,Graduate School,2021-02-03,2021-02-15,43600.0,Medium ($25k-$75k),4.79,84,611.95,Approved,1,Low Risk,0.008,0,9510.65,0.0835,Low (<20%),2088.44
LN-102949,CUST-12949,BR-002,Home Loan,Refinance,2023-08-18,2023-08-22,111600.0,Large ($75k-$200k),4.86,360,589.58,Approved,1,Low Risk,0.008,0,3874.5,0.123,Low (<20%),5423.76
LN-103533,CUST-13533,BR-011,Auto Loan,New Vehicle,2021-12-09,2021-12-19,8300.0,Micro (<$10k),6.78,60,163.49,Approved,1,Low Risk,0.008,0,2810.82,0.1186,Low (<20%),562.74
LN-104919,CUST-14919,BR-015,Home Loan,Home Purchase,2021-11-02,2021-11-10,533700.0,Jumbo (>=$200k),3.87,180,3913.04,Approved,1,Low Risk,0.008,0,26268.12,0.2228,Moderate (20-35%),20654.19
LN-104418,CUST-14418,BR-004,Home Loan,Home Purchase,2023-07-23,2023-08-01,550000.0,Jumbo (>=$200k),3.25,240,3119.58,Approved,1,Low Risk,0.008,0,18089.36,0.1132,Low (<20%),17875.0
LN-116823,CUST-26823,BR-003,Personal Loan,Home Renovation,2023-01-27,,19000.0,Small ($10k-$25k),13.29,48,512.46,Rejected,0,Medium Risk,0.1266,0,26659.21,0.3637,Manageable (36-49%),2525.1
LN-107686,CUST-17686,BR-006,Auto Loan,Refinance Auto,2023-07-29,,17500.0,Small ($10k-$25k),7.23,36,542.19,Rejected,0,Low Risk,0.0223,0,8390.82,0.2566,Moderate (20-35%),1265.25
LN-107307,CUST-17307,BR-013,Auto Loan,New Vehicle,2021-12-12,2021-12-20,9500.0,Micro (<$10k),7.31,60,189.5,Approved,1,Low Risk,0.0192,0,14383.64,0.3299,Moderate (20-35%),694.45
LN-103474,CUST-13474,BR-004,Auto Loan,Used Vehicle,2022-07-01,2022-07-07,12900.0,Small ($10k-$25k),7.38,60,257.75,Approved,1,Low Risk,0.0177,0,5285.8,0.2033,Moderate (20-35%),952.02
LN-110386,CUST-20386,BR-015,Home Loan,Refinance,2021-09-25,2021-10-01,223300.0,Jumbo (>=$200k),6.95,240,1724.55,Approved,1,Low Risk,0.0401,0,23062.14,0.4133,Manageable (36-49%),15519.35
LN-100964,CUST-10964,BR-012,Auto Loan,New Vehicle,2024-03-24,2024-03-31,36300.0,Medium ($25k-$75k),7.23,72,622.9,Approved,1,Low Risk,0.0114,0,24091.34,0.2989,Moderate (20-35%),2624.49
LN-106979,CUST-16979,BR-011,Auto Loan,New Vehicle,2023-11-13,2023-11-22,12500.0,Small ($10k-$25k),7.24,60,248.93,Approved,1,Low Risk,0.0081,0,6420.6,0.1305,Low (<20%),905.0
LN-103015,CUST-13015,BR-005,Home Loan,Home Purchase,2023-05-20,2023-05-23,116800.0,Large ($75k-$200k),7.08,180,1055.06,Approved,1,Low Risk,0.0117,0,7989.69,0.2489,Moderate (20-35%),8269.44
LN-101960,CUST-11960,BR-008,Education Loan,Graduate School,2021-09-20,,30800.0,Medium ($25k-$75k),8.28,84,484.36,Rejected,0,Medium Risk,0.1328,0,32322.36,0.5019,Critical (>=50%),2550.24
LN-117872,CUST-27872,BR-001,Home Loan,Home Purchase,2021-11-26,2021-12-01,227200.0,Jumbo (>=$200k),5.51,240,1564.16,Approved,1,Low Risk,0.008,0,16553.2,0.2854,Moderate (20-35%),12518.72
LN-103529,CUST-13529,BR-009,Home Loan,Home Purchase,2023-02-01,,84500.0,Large ($75k-$200k),3.51,180,604.49,Rejected,0,Low Risk,0.008,0,5061.0,0.241,Moderate (20-35%),2965.95
LN-118603,CUST-28603,BR-006,Home Loan,Home Improvement,2023-12-04,2023-12-14,225400.0,Jumbo (>=$200k),3.52,180,1613.56,Approved,1,Low Risk,0.008,0,5892.6,0.122,Low (<20%),7934.08
LN-115455,CUST-25455,BR-008,Home Loan,Home Purchase,2022-06-22,2022-06-29,271400.0,Jumbo (>=$200k),4.02,360,1298.84,Approved,1,Low Risk,0.008,0,21477.4,0.2668,Moderate (20-35%),10910.28
LN-115323,CUST-25323,BR-004,Business Loan,Equipment Purchase,2021-02-20,2021-03-03,30500.0,Medium ($25k-$75k),9.71,36,980.0,Approved,1,Medium Risk,0.0562,0,16165.05,0.3201,Moderate (20-35%),2961.55
LN-115948,CUST-25948,BR-011,Home Loan,Home Purchase,2022-12-21,,204900.0,Jumbo (>=$200k),7.02,240,1591.05,Rejected,0,Low Risk,0.0321,0,28607.91,0.4713,Manageable (36-49%),14383.98
LN-103078,CUST-13078,BR-007,Auto Loan,New Vehicle,2021-07-05,2021-07-08,13000.0,Small ($10k-$25k),7.03,48,311.48,Approved,1,Low Risk,0.0105,0,13033.9,0.3179,Moderate (20-35%),913.9
LN-108162,CUST-18162,BR-009,Home Loan,Home Improvement,2022-08-21,2022-08-25,289500.0,Jumbo (>=$200k),6.01,240,2075.74,Approved,1,Low Risk,0.0105,0,30578.08,0.3133,Moderate (20-35%),17398.95
LN-105655,CUST-15655,BR-012,Personal Loan,Medical Expenses,2021-04-03,2021-04-13,40700.0,Medium ($25k-$75k),13.45,36,1380.18,Approved,1,High Risk,0.2021,0,51186.49,0.3587,Manageable (36-49%),5474.15
LN-117478,CUST-27478,BR-012,Home Loan,Home Purchase,2024-01-01,2024-01-11,96900.0,Large ($75k-$200k),5.89,360,574.13,Approved,1,Low Risk,0.008,0,7376.6,0.2395,Moderate (20-35%),5707.41
LN-111161,CUST-21161,BR-008,Personal Loan,Medical Expenses,2021-01-09,2021-01-20,29900.0,Medium ($25k-$75k),10.56,24,1387.47,Approved,1,Low Risk,0.0091,0,8391.6,0.084,Low (<20%),3157.44
LN-100931,CUST-10931,BR-013,Personal Loan,Debt Consolidation,2022-03-02,,7700.0,Micro (<$10k),12.61,24,364.66,Rejected,0,Medium Risk,0.0886,0,29659.9,0.4063,Manageable (36-49%),970.97
LN-115881,CUST-25881,BR-009,Auto Loan,Used Vehicle,2021-12-08,,48100.0,Medium ($25k-$75k),9.34,60,1006.43,Rejected,0,Medium Risk,0.1373,0,46526.76,0.4491,Manageable (36-49%),4492.54
LN-118681,CUST-28681,BR-001,Home Loan,Home Improvement,2022-04-15,2022-04-25,113900.0,Large ($75k-$200k),4.96,360,608.66,Approved,1,Low Risk,0.008,0,6875.82,0.2247,Moderate (20-35%),5649.44
LN-115612,CUST-25612,BR-008,Auto Loan,New Vehicle,2022-10-11,,47900.0,Medium ($25k-$75k),6.83,48,1143.25,Rejected,0,Low Risk,0.008,0,14021.5,0.145,Low (<20%),3271.57
LN-104692,CUST-14692,BR-014,Personal Loan,Debt Consolidation,2023-03-11,2023-03-22,7600.0,Micro (<$10k),10.72,12,670.71,Approved,1,Low Risk,0.0103,0,4454.01,0.1227,Low (<20%),814.72
LN-107709,CUST-17709,BR-003,Business Loan,Equipment Purchase,2024-05-04,2024-05-13,59800.0,Medium ($25k-$75k),6.83,120,689.1,Approved,1,Low Risk,0.008,0,3633.84,0.0824,Low (<20%),4084.34
LN-116086,CUST-26086,BR-011,Home Loan,Home Purchase,2024-04-10,,215500.0,Jumbo (>=$200k),6.4,360,1347.97,Rejected,0,Low Risk,0.0133,0,18141.84,0.2664,Moderate (20-35%),13792.0
LN-102153,CUST-12153,BR-007,Home Loan,Home Improvement,2021-06-17,2021-06-30,103600.0,Large ($75k-$200k),6.09,240,747.61,Approved,1,Low Risk,0.0098,0,7980.16,0.2696,Moderate (20-35%),6309.24
LN-112625,CUST-22625,BR-009,Auto Loan,New Vehicle,2024-04-29,2024-05-11,12500.0,Small ($10k-$25k),6.38,48,295.75,Approved,1,Low Risk,0.008,0,7631.06,0.1711,Low (<20%),797.5
LN-118740,CUST-28740,BR-004,Home Loan,Home Purchase,2023-08-14,2023-08-20,224200.0,Jumbo (>=$200k),4.61,360,1150.69,Approved,1,Low Risk,0.008,0,12152.4,0.1482,Low (<20%),10335.62
LN-100928,CUST-10928,BR-008,Personal Loan,Medical Expenses,2022-08-24,2022-08-28,24500.0,Small ($10k-$25k),10.03,24,1130.89,Approved,1,Low Risk,0.008,0,13551.75,0.1585,Low (<20%),2457.35
LN-115285,CUST-25285,BR-008,Personal Loan,Debt Consolidation,2021-12-10,2021-12-23,28300.0,Medium ($25k-$75k),10.86,36,924.63,Approved,1,Low Risk,0.016,0,25164.96,0.2472,Moderate (20-35%),3073.38
LN-110287,CUST-20287,BR-014,Auto Loan,New Vehicle,2022-11-18,2022-12-02,22000.0,Small ($10k-$25k),6.31,60,428.5,Approved,1,Low Risk,0.008,0,18961.29,0.2601,Moderate (20-35%),1388.2
LN-105227,CUST-15227,BR-009,Personal Loan,Medical Expenses,2021-12-04,,13000.0,Small ($10k-$25k),14.24,12,1168.7,Rejected,0,High Risk,0.2707,0,29528.09,0.5359,Critical (>=50%),1851.2
LN-103959,CUST-13959,BR-015,Home Loan,Home Purchase,2021-08-27,,146000.0,Large ($75k-$200k),7.59,360,1029.87,Rejected,0,Medium Risk,0.0833,0,27760.86,0.5454,Critical (>=50%),11081.4
LN-109845,CUST-19845,BR-001,Auto Loan,Refinance Auto,2023-05-22,2023-06-02,33600.0,Medium ($25k-$75k),6.78,48,801.17,Approved,1,Low Risk,0.0098,0,14956.8,0.164,Low (<20%),2278.08
LN-104171,CUST-14171,BR-001,Personal Loan,Major Purchase,2022-11-19,2022-11-25,20700.0,Small ($10k-$25k),12.29,60,463.5,Approved,1,Medium Risk,0.0761,0,43732.29,0.4843,Manageable (36-49%),2544.03
LN-116148,CUST-26148,BR-009,Personal Loan,Major Purchase,2023-03-04,2023-03-12,14400.0,Small ($10k-$25k),11.11,24,671.89,Approved,1,Low Risk,0.0199,0,32326.84,0.2782,Moderate (20-35%),1599.84
LN-113514,CUST-23514,BR-002,Personal Loan,Major Purchase,2023-12-31,2024-01-11,22800.0,Small ($10k-$25k),10.16,12,2006.18,Approved,1,Low Risk,0.0112,0,22043.06,0.1937,Low (<20%),2316.48
LN-108774,CUST-18774,BR-010,Personal Loan,Debt Consolidation,2021-06-22,2021-06-28,15500.0,Small ($10k-$25k),10.42,36,503.2,Approved,1,Low Risk,0.0081,0,11779.52,0.1124,Low (<20%),1615.1
LN-107563,CUST-17563,BR-006,Education Loan,Graduate School,2022-06-29,,41900.0,Medium ($25k-$75k),6.68,84,625.85,Rejected,0,Low Risk,0.022,0,18891.04,0.2338,Moderate (20-35%),2798.92
LN-104401,CUST-14401,BR-004,Home Loan,Home Purchase,2022-03-27,2022-04-10,550000.0,Jumbo (>=$200k),4.43,360,2763.94,Approved,1,Low Risk,0.008,0,37135.14,0.2229,Moderate (20-35%),24365.0
LN-115245,CUST-25245,BR-008,Home Loan,Home Purchase,2023-04-24,2023-05-04,317300.0,Jumbo (>=$200k),4.79,360,1662.85,Approved,1,Low Risk,0.008,0,11748.65,0.1577,Low (<20%),15198.67
LN-113028,CUST-23028,BR-002,Education Loan,Undergraduate Studies,2021-01-31,2021-02-04,14200.0,Small ($10k-$25k),5.81,84,206.15,Approved,1,Low Risk,0.0193,0,9581.07,0.2463,Moderate (20-35%),825.02
